Fecha,Hora_Decimal,Dia,Num_Vagones,Velocidad_Operativa,Total_Esperando,Total_En_Trenes,D_Labrador,D_Quitumbe,Esp_Labrador,Esp_UCentral,Esp_SanFrancisco,Esp_Magdalena,Esp_Recreo,Esp_Quitumbe,Ocupacion_Promedio_Trenes_Porc
2025-12-02 19:10:00,19.166666666666668,Lunes,6,68.0,2768,6366,1.5,1.5,450,320,88,133,165,500,28.753387533875337
2025-12-02 19:20:00,19.333333333333332,Lunes,6,68.0,2390,6880,1.5,1.5,450,93,190,22,63,500,31.07497741644083
2025-12-02 19:30:00,19.5,Lunes,6,68.0,2207,6879,1.5,1.5,450,86,104,74,50,500,31.07046070460704
2025-12-02 19:40:00,19.666666666666668,Lunes,6,68.0,2038,7363,1.5,1.5,450,142,51,139,63,500,33.25654923215899
2025-12-02 19:50:00,19.833333333333332,Lunes,6,68.0,2435,7508,1.5,1.5,450,264,47,44,117,500,33.911472448057815
2025-12-02 20:00:00,20.0,Lunes,6,68.0,2405,8032,1.5,1.5,450,88,36,34,130,500,36.278229448961156
2025-12-02 20:10:00,20.166666666666668,Lunes,6,68.0,1720,8078,1.5,1.5,450,21,9,8,6,500,36.48599819331527
2025-12-02 20:20:00,20.333333333333332,Lunes,6,68.0,1623,6686,1.5,1.5,450,26,9,8,6,500,30.19873532068655
2025-12-02 20:30:00,20.5,Lunes,6,68.0,1694,4914,1.5,1.5,450,55,12,14,2,500,22.195121951219516
2025-12-02 20:40:00,20.666666666666668,Lunes,6,68.0,1620,4294,1.5,1.5,450,82,16,20,19,500,19.39476061427281
2025-12-02 20:50:00,20.833333333333332,Lunes,6,68.0,1435,3740,1.5,1.5,450,14,19,38,36,500,16.892502258355915
2025-12-02 21:00:00,21.0,Lunes,6,68.0,1278,3458,1.5,1.5,450,32,40,50,45,500,15.618789521228543
2025-12-02 21:10:00,21.166666666666668,Lunes,6,68.0,1258,2772,1.5,1.5,450,16,29,28,2,500,12.520325203252034
2025-12-02 21:20:00,21.333333333333332,Lunes,6,68.0,1330,2580,1.5,1.5,450,46,38,31,15,500,11.653116531165313
2025-12-02 21:30:00,21.5,Lunes,6,68.0,1356,2295,1.5,1.5,450,45,6,6,19,500,10.365853658536588
2025-12-02 21:40:00,21.666666666666668,Lunes,6,68.0,1269,2623,1.5,1.5,450,63,15,7,17,500,11.84733514001807
2025-12-02 21:50:00,21.833333333333332,Lunes,6,68.0,1396,2667,1.5,1.5,450,26,10,7,3,500,12.046070460704609
2025-12-02 22:00:00,22.0,Lunes,6,68.0,1507,2461,1.5,1.5,450,10,6,9,4,500,11.115627822944894
2025-12-02 22:10:00,22.166666666666668,Lunes,6,68.0,1904,1598,1.5,1.5,450,42,9,12,8,500,7.217705510388438
2025-12-02 22:20:00,22.333333333333332,Lunes,6,68.0,1309,2192,1.5,1.5,450,74,3,20,20,500,9.90063233965673
2025-12-02 22:30:00,22.5,Lunes,6,68.0,1314,2273,1.5,1.5,450,88,16,30,35,500,10.266485998193314
2025-12-02 22:40:00,22.666666666666668,Lunes,6,68.0,1239,2326,1.5,1.5,450,6,48,2,4,500,10.505871725383921
2025-12-02 22:50:00,22.833333333333332,Lunes,6,68.0,1433,2072,1.5,1.5,450,17,31,11,6,500,9.358626919602528
2025-12-02 23:00:00,23.0,Lunes,6,68.0,1182,2456,1.5,1.5,450,37,4,20,17,500,11.093044263775969
